Location,Price,Bedrooms,Bathrooms,Category_Bedsitter,Category_Commercial,Category_Flats,Category_Houses,Category_Offices,Category_Villas,Latitude,Longitude
"Rosslyn, Westlands",350000,4,4,0,0,1,0,0,0,-1.2178086,36.7938653
Lavington,1300000,0,0,0,1,0,0,0,0,-1.2740678,36.7762269
"Westlands Area, Westlands",45000,0,0,0,0,0,0,1,0,,
Nairobi West,26000,0,0,1,0,0,0,0,0,-1.3087022,36.8230975
"Thigiri, Westlands",450000,4,4,0,0,0,1,0,0,-1.2329772,36.7961782
"Loresho, Westlands",580000,4,5,0,0,0,0,0,1,-1.2568211,36.7521131
Karen,700000,5,5,0,0,0,1,0,0,17.1863135,97.7499316
"Rosslyn, Westlands",350000,4,4,0,0,1,0,0,0,-1.2178086,36.7938653
Lavington,1300000,0,0,0,1,0,0,0,0,-1.2740678,36.7762269
"Westlands Area, Westlands",45000,0,0,0,0,0,0,1,0,,
Nairobi West,26000,0,0,1,0,0,0,0,0,-1.3087022,36.8230975
"Thigiri, Westlands",450000,4,4,0,0,0,1,0,0,-1.2329772,36.7961782
"Loresho, Westlands",580000,4,5,0,0,0,0,0,1,-1.2568211,36.7521131
Karen,700000,5,5,0,0,0,1,0,0,17.1863135,97.7499316
"Rosslyn, Westlands",350000,4,4,0,0,1,0,0,0,-1.2178086,36.7938653
Lavington,1300000,0,0,0,1,0,0,0,0,-1.2740678,36.7762269
"Westlands Area, Westlands",45000,0,0,0,0,0,0,1,0,,
Nairobi West,26000,0,0,1,0,0,0,0,0,-1.3087022,36.8230975
"Thigiri, Westlands",450000,4,4,0,0,0,1,0,0,-1.2329772,36.7961782
"Loresho, Westlands",580000,4,5,0,0,0,0,0,1,-1.2568211,36.7521131
Karen,700000,5,5,0,0,0,1,0,0,17.1863135,97.7499316
"Rosslyn, Westlands",350000,4,4,0,0,1,0,0,0,-1.2178086,36.7938653
Lavington,1300000,0,0,0,1,0,0,0,0,-1.2740678,36.7762269
"Westlands Area, Westlands",45000,0,0,0,0,0,0,1,0,,
Nairobi West,26000,0,0,1,0,0,0,0,0,-1.3087022,36.8230975
Nairobi West,26000,0,0,0,0,0,1,0,0,-1.3087022,36.8230975
Nairobi West,26000,0,0,0,0,0,0,0,1,-1.3087022,36.8230975
Nairobi West,26000,0,0,0,0,0,1,0,0,-1.3087022,36.8230975
Nairobi West,25000,0,1,0,0,1,0,0,0,-1.3087022,36.8230975
Nairobi West,2000,0,0,0,1,0,0,0,0,-1.3087022,36.8230975
Nairobi West,30000,0,0,0,0,0,0,1,0,-1.3087022,36.8230975
Nairobi West,26000,0,0,1,0,0,0,0,0,-1.3087022,36.8230975
"Thigiri, Westlands",450000,4,4,0,0,0,1,0,0,-1.2329772,36.7961782
"Loresho, Westlands",580000,4,5,0,0,0,0,0,1,-1.2568211,36.7521131
Karen,700000,5,5,0,0,0,1,0,0,17.1863135,97.7499316
"Rosslyn, Westlands",350000,4,4,0,0,1,0,0,0,-1.2178086,36.7938653
Lavington,1300000,0,0,0,1,0,0,0,0,-1.2740678,36.7762269
"Westlands Area, Westlands",45000,0,0,0,0,0,0,1,0,,
